ID	genus	infragenericEpithet	specificEpithet	infraspecificEpithet	authorship	remarks
Macrotrachela-quadricornifera-loricata	Macrotrachela		quadricornifera	loricata	Donner 1965	in Donner, J, Ordnung Bdelloidea (Rotatoria-Rädertiere): p.119, fig.88f-j; no deposited types known [valid as Macrotrachela quadricornifera loricata; name declinable]
Notops-lotos	Notops		lotos		Thorpe 1893	Journal of the Royal Microscopical Society, 13: p.152, pl.3, fig.8; no deposited types known [junior subjective synonym of Epiphanes clavulata (Ehrenberg, 1831); name indeclinable]
Mniobia-loxocorona	Mniobia		loxocorona		De Koning 1947	Biologisch Jaarboek (Dodonaea), 14: p.204, pl.9, fig.42; no deposited types known [valid as Mniobia loxocorona; name indeclinable]
Habrotrocha-ligula-loxoglotta	Habrotrocha		ligula	loxoglotta	De Koning 1947	Biologisch Jaarboek (Dodonaea), 14: p.193, pl.4, fig.17,18; no deposited types known [valid as Habrotrocha ligula loxoglotta; name indeclinable]
Keratella-lucksi	Keratella		lucksi		Burckhardt 1944	Revue Suisse de Zoologie, 51: p.209; no deposited types known [junior subjective synonym of Keratella ticinensis (Callerio, 1920); name indeclinable]
Euchlanis-lucksiana	Euchlanis		lucksiana		Hauer 1930	Zoologischer Anzeiger, 92: p.219, fig.1; syntypes: SMF GPRot2713, GPRot3816 (all deteriorated) [valid as Euchlanis dilatata lucksiana Hauer, 1930; name declinable]
Distyla-ludwigii	Distyla		ludwigii		Eckstein 1883	Zeitschrift für wissenschaftliche Zoologie, 39: p.383, fig.37; no deposited types known [valid as Lecane ludwigii; name indeclinable]
Arthroglena-luetkeni	Arthroglena		luetkeni		Bergendal 1892	Lunds universitets års-skrift. Acta Universitatis Lundensis, 28: p.96, fig.30; no deposited types known [type species of genus Arthroglena Bergendal, 1892; valid as Dicranophorus luetkeni; name indeclinable]
Polyarthra-luminosa	Polyarthra		luminosa		Kutikova 1962	Trudy Zoologicheskogo Instituta Akademii Nauk SSSR, 31: p.457, fig.4; no deposited types known [valid as Polyarthra luminosa; name declinable]
Cercaria-luna	Cercaria		luna		Müller 1776	in Müller, O F, Zoologiae Danicae prodromus, seu animalium Daniae et Norvegiae indigenarum characteres, nomina, et synonyma imprimis popularium: p.280; no deposited types known [type species of genera Lecane Nitzsch, 1827 and Cathypna Gosse, 1886; valid as Lecane luna; name indeclinable]
Lepadella-lunaris	Lepadella		lunaris		Ehrenberg 1832	Abhandlungen der königlichen Akademie der Wissenschaften zu Berlin (für 1831): p.127; no deposited types known [valid as Lecane lunaris; name declinable]
Monostyla-lunaris-lunaris	Monostyla		lunaris	lunaris	Steinecke 1916	Schriften der Physikalisch-ökonomischen Gesellschaft zu Königsberg in Preussen, 57: p.96, fig.2a,b; no deposited types known [junior subjective synonym of Lecane lunaris (Ehrenberg, 1832); name declinable]
Trichoda-lunaris	Trichoda		lunaris		Müller 1786	in Müller, O F, Animalcula infusoria fluviatilia et marina, quæ detexit, systematice descripsit et ad vivum delineari curavit: p.204, pl.29, figs.1-3; no deposited types known [type species of genus Ratulus Bory de St. Vincent, 1826; species inquirenda et incertae sedis; name declinable]
Squatinella-lunata	Squatinella		lunata		Segers 1993	Hydrobiologia, 250: p.45, fig.6; holotype: RMCA 0799 [valid as Squatinella lunata; name declinable]
Encentrum-lupus	Encentrum		lupus		Wulfert 1936	Archiv für Hydrobiologie, 30: p.426, fig.18; no deposited types known [valid as Encentrum lupus; name indeclinable]
Encentrum-lutetiae	Encentrum		lutetiae		Harring & Myers 1928	Transactions of the Wisconsin Academy of Sciences, Arts and Letters, 23: p.781, pl.45, figs.6,7; no deposited types known [valid as Parencentrum lutetiae; name indeclinable]
Anourella-luth	Anourella		luth		Bory de St. Vincent 1826	in Bory De Saint Vincent, J B G M M, Essai d'une classification des animaux microscopiques: p.91; no deposited types known [unnecessary substitute name for Brachionus squamula Müller, 1786; name indeclinable]
Encentrum-lutra	Encentrum		lutra		Wulfert 1936	Archiv für Hydrobiologie, 30: p.420, fig.14; no deposited types known [valid as Encentrum lutra; name indeclinable]
Anourella-lyra	Anourella		lyra		Bory de St. Vincent 1826	in Bory De Saint Vincent, J B G M M, Essai d'une classification des animaux microscopiques: p.91; no deposited types known [unnecessary substitute name for Brachionus striatus Müller, 1786; name indeclinable]
Brachionus-lyra	Brachionus		lyra		Costa 1838	in Costa, O G, Fauna del Regno di Napoli ossia enumerazione di tutti gli animali che abitano le diverse regioni di questo regno e le acque che le bagnano. Contenente la descrizione de' nuovi o poco esattamente conosciuti con figure ricavate da originali viventi e dipinte al naturale. Infusori: p.12, pl.3; no deposited types known [junior subjective synonym of Brachionus quadridentatus Hermann, 1783; name indeclinable]
Euchlanis-lyra	Euchlanis		lyra		Hudson 1886	in Hudson, C T & P H Gosse, The Rotifera; or wheel- animalcules, both British and foreign: v.2, p.89, pl.23, fig.1; no deposited types known [valid as Euchlanis lyra; name indeclinable]
Notholca-lyrata	Notholca		lyrata		Tikhomirov 1927	Russkij Gidrobiologicheskij Zhurnal, 7: p.143, pl.6, fig.1; no deposited types known [valid as Notholca lyrata; name declinable]
Brachionus-lyratus	Brachionus		lyratus		Shephard 1911	Proceedings of the Royal Society of Victoria, 24: p.57, pl.21, figs.5,6; no deposited types known [valid as Brachionus lyratus; name declinable]
Mastigocerca-macera	Mastigocerca		macera		Gosse 1886	in Hudson, C T & P H Gosse, The Rotifera; or wheel- animalcules, both British and foreign: v.2, p.61, pl.20, fig.12; no deposited types known [valid as Trichocerca macera; name indeclinable]
Macrotrachela-macmillani	Macrotrachela		macmillani		Milne 1916	Journal of the Quekett Microscopical Club, (ser. 2) 13: p.80, pl.6, fig.16; no deposited types known [valid as Macrotrachela macmillani; name indeclinable]
Aspelta-macra	Aspelta		macra		Harring & Myers 1928	Transactions of the Wisconsin Academy of Sciences, Arts and Letters, 23: p.796, pl.48, figs.5-6; no deposited types known [valid as Aspelta macra; name declinable]
Eothinia-elongata-macra	Eothinia		elongata	macra	Bērziņš 1949	Hydrobiologia, 1: p.317, figs.16-17; no deposited types known [junior subjective synonym of nominotypical taxon; name declinable]
Anuraea-cochlearis-macracantha	Anuraea		cochlearis	macracantha	Lauterborn 1898	Zoologischer Anzeiger, 21: p.598, fig.1; no deposited types known [junior subjective synonym of nominotypical taxon; name indeclinable]
Salpina-macracantha	Salpina		macracantha		Gosse 1886	in Hudson, C T & P H Gosse, The Rotifera; or wheel- animalcules, both British and foreign: v.2, p.84, pl.22, fig.6; no deposited types known [junior subjective synonym of Mytilina ventralis (Ehrenberg, 1830); name indeclinable]
Noteus-militaris-macracanthus	Noteus		militaris	macracanthus	Daday 1905	Zoologica, 18: p.118, pl.7, figs.3-5; no deposited types known [valid as Plationus patulus macracanthus; name declinable]
Otostephanos-macrantennus	Otostephanos		macrantennus		De Koning 1947	Biologisch Jaarboek (Dodonaea), 14: p.198, pl.6, fig.28; no deposited types known [valid as Otostephanos macrantennus; name indeclinable]
Brachionus-macrocanthus	Brachionus		macrocanthus		Jakubski 1912	Zoologischer Anzeiger, 39: p.546, fig.5; syntype: NHM 1917.1.1.1016 (deteriorated) [valid as Brachionus macrocanthus; name declinable]
Salpina-macrocera	Salpina		macrocera		Jennings 1894	Bulletin of the Michigan Fish Commission, 3: p.22, figs.12,13; no deposited types known [valid as Mytilina macrocera; name declinable]
Rotifer-macroceros	Rotifer		macroceros		Gosse 1851	The Annals and Magazine of Natural History, (ser. 2) 8: p.202; no deposited types known [valid as Rotaria macroceros; name indeclinable]
Cathypna-macrodactyla	Cathypna		macrodactyla		Daday 1898	Természetrajzi Füzetek kiadja a Magyar nemzeti Múzeum, 21: p.15, fig.3; no deposited types known [junior subjective synonym of Lecane leontina (Turner, 1892); name declinable]
Dipleuchlanis-macrodactyla	Dipleuchlanis		macrodactyla		Hauer 1965	Beiträge zur naturkundlichen Forschung in Südwestdeutschland, 24: p.44, fig.4; no deposited types known [junior subjective synonym of Dipleuchlanis propatula (Gosse, 1886); name declinable]
Furcularia-macrodactyla	Furcularia		macrodactyla		Stenroos 1898	Acta Societatis pro Fauna et Flora Fennica, 17: p.184, pl.2, fig.15; no deposited types known [valid as Cephalodella macrodactyla; name declinable]
Pleurotrocha-macropoda	Pleurotrocha		macropoda		Zavadovsky 1926	Trudy Laboratorii Eksperimentalnoj Biologii Moskovskogo Zooparka, 2: p.278, fig.20; no deposited types known [junior subjective synonym of Pleurotrocha sigmoidea Skorikov, 1896; name declinable]
Philodina-macrostyla	Philodina		macrostyla		Ehrenberg 1838	in Ehrenberg, C G, Die Infusionsthierchen als vollkommene Organismen. Ein Blick in das tiefere organische Leben der Natur: p.500, pl.61, fig.7; no deposited types known [valid as Dissotrocha macrostyla; name declinable]
Notops-macrourus	Notops		macrourus		Barrois & Daday 1894	Revue Biologique du Nord de la France, 6: p.395, pl.5, figs.7,16; no deposited types known [valid as Epiphanes macroura; name declinable]
Cephalodella-forficata-macrura	Cephalodella		forficata	macrura	Wiszniewski 1936	Archives d'Hydrobiologie et d'Ichthyologie, 10: p.179, fig.1; no deposited types known [junior subjective synonym of nominotypical taxon; name indeclinable]
Euchlanis-macrura	Euchlanis		macrura		Ehrenberg 1830	in Ehrenberg, C G, Organisation, Systematik und geographisches Verhältnis der Infusionsthierchen. Zwei Vorträge in der Akademie der Wissenschaften zu Berlin gehalten in den Jahren 1828 [Die geographische Verbreitung der Infusionsthierchen in Nord-Afrika und West-Asien, beobachtet auf Hemprich und Ehrenbergs Reisen] und 1830 [Beiträge zur Kenntnis der Organisation der Infusorien und ihrer geographischen Verbreitung, besonders in Sibirien]: p.66; no deposited types known [junior subjective synonym of Euchlanis dilatata Ehrenberg, 1830; name indeclinable]
Proales-macrura	Proales		macrura		Myers 1933	American Museum Novitates, 659: p.24, fig.14; no deposited types known [valid as Proales macrura; name indeclinable]
Rotifer-macrurus	Rotifer		macrurus		Ehrenberg 1832	Abhandlungen der königlichen Akademie der Wissenschaften zu Berlin (für 1831): p.145; no deposited types known [valid as Rotaria macrura; name declinable]
Habrotrocha-maculata	Habrotrocha		maculata		Murray 1911	Journal of the Royal Microscopical Society, 31: p.292, pl.8, fig.12; no deposited types known [valid as Habrotrocha maculata; name declinable]
Monommata-maculata	Monommata		maculata		Harring & Myers 1930	Transactions of the Wisconsin Academy of Sciences, Arts and Letters, 25: p.385; no deposited types known [valid as Monommata maculata; name declinable]
Conochilus-madurai	Conochilus		madurai		Michael 1966	Zoologischer Anzeiger, 177: p.439, figs.1-6; holotype: IMC, no cat. nr. indicated [species inquirenda et incertae sedis; name indeclinable]
Callidina-magna	Callidina		magna		Plate 1889	Zeitschrift für wissenschaftliche Zoologie, 49: p.15, figs.4-12; no deposited types known [type species of genus Mniobia Bryce, 1910; valid as Mniobia magna; name declinable]
Cathypna-magna	Cathypna		magna		Stenroos 1898	Acta Societatis pro Fauna et Flora Fennica, 17: p.161, pl.2, fig.21; no deposited types known [junior subjective synonym of Lecane ungulata (Gosse, 1887); name declinable]
Macrotrachela-magna	Macrotrachela		magna		Schulte 1954	Zoologische Jahrbücher, Abteilung für Systematik, Geographie und Biologie der Tiere, 82: p.603, fig.29; no deposited types known [valid as Macrotrachela magna; name declinable]
Callidina-magnacalcarata	Callidina		magnacalcarata		Parsons 1892	Journal of the Quekett Microscopical Club, (ser. 2) 4: p.378, fig.1; no deposited types known [valid as Rotaria magnacalcarata; name declinable]
Diurella-porcellus-maior	Diurella		porcellus	maior	Hauer 1935	Verhandlungen des Naturwissenschaftlichen Vereins in Karlsruhe, 31: p.74, fig.12; no deposited types known [valid as Trichocerca maior; name declinable]
Oxysterna-maior	Oxysterna		maior		Iroso 1910	Monitore zoologico italiano, 21: p.304; no deposited types known [junior subjective synonym of Lophocharis oxysternon (Gosse, 1851); name declinable]
Triarthra-terminalis-maior	Triarthra		terminalis	maior	Colditz 1914	Zeitschrift für wissenschaftliche Zoologie, 108: p.553, fig.6; no deposited types known [junior subjective synonym of nominotypical taxon; name declinable]
Adineta-vaga-major	Adineta		vaga	major	Bryce 1893	Journal of the Quekett Microscopical Club, (ser. 2) 5: p.149; no deposited types known [valid as Adineta vaga major; name declinable]
Diglena-catellina-major	Diglena		catellina	major	Zavadovsky 1926	Trudy Laboratorii Eksperimentalnoj Biologii Moskovskogo Zooparka, 2: p.266, fig.7; no deposited types known [valid as Cephalodella maior; name declinable]
Polyarthra-platyptera-major	Polyarthra		platyptera	major	Burckhardt 1900	Revue Suisse de Zoologie, 7: p.414; no deposited types known [valid as Polyarthra major; name declinable]
Keratella-maliensis	Keratella		maliensis		Koste & Tobias 1987	Archiv für Hydrobiologie, 108: p.508, figs.4,5; holotype: SMF GPRot7225 [valid as Keratella maliensis; name declinable]
Mytilina-mamillata	Mytilina		mamillata		Bancsi 1980	Tiscia (Szeged), 15: p.76, figs.3, 9; no deposited types known [junior subjective synonym of Mytilina acanthophora Hauer, 1938; name declinable]
Euchlanis-mamorokaensis	Euchlanis		mamorokaensis		Bērziņš 1973	Zoologischer Anzeiger, 190: p.125, figs.1-3; no deposited types known [valid as Euchlanis mamorokaensis; name declinable]
Lecane-marchantaria	Lecane		marchantaria		Koste & Robertson 1983	Amazoniana, 8: p.233, fig.7; holotype: INPA, no cat. nr. indicated [valid as Lecane marchantaria; name indeclinable]
Lecane-margalefi	Lecane		margalefi		De Manuel 1994	Hydrobiologia, 288: p.101, fig.3; holotype: MNCN 9.03/3 [valid as Lecane margalefi; name indeclinable]
Lecane-margarethae	Lecane		margarethae		Segers 1991	Revue d'Hydrobiologie Tropicale, 24: p.77; no deposited types known [new replacement name for Lecane deridderae José de Paggi, 1989 non Koste, 1972; valid as Lecane margarethae; name indeclinable]
Brachionus-margoi	Brachionus		margoi		Daday 1883	Mathematische und Naturwissenschaftliche Berichte aus Ungarn, 1: p.290; no deposited types known [junior subjective synonym of Brachionus calyciflorus Pallas, 1766; name indeclinable]
Encentrum-mariae	Encentrum		mariae		Koniar 1957	Acta Facultatis Rerum Naturalium Universitatis Comenianae, Zoologia, 2: p.96, fig.3; no deposited types known [valid as Encentrum mariae; name indeclinable]
Lepadella-mariae	Lepadella		mariae		Rodewald 1935	Bulletin du Musée National de Sciences Naturelles de Chișinău-Roumanie, 6: p.27, fig.11; no deposited types known [junior subjective synonym of Lepadella patella (Müller, 1773); name indeclinable]
Macrotrachela-mariae	Macrotrachela		mariae		Bartoš 1938	Sborník Klubu přírodovědeckého v Brně, 20: p.3,9, fig.1; no deposited types known [valid as Macrotrachela mariae; name indeclinable]
Cephalodella-marina	Cephalodella		marina		Myers 1924	Transactions of the Wisconsin Academy of Sciences, Arts and Letters, 21: p.469, pl.26, fig.7; syntypes: AMNH 466 [valid as Cephalodella marina; name declinable]
Diurella-marina	Diurella		marina		Daday 1890	Ertekezesek a Természettudományok Köreböl, Budapest, 19: p.16, pl.1, figs.2,3,9,10; no deposited types known [valid as Trichocerca marina; name declinable]
